id,X4,X11,X18,X26,X50,X3112
201238668,-7.69202995300293,12.962325096130371,78.71318817138672,-64.35787963867188,18.346067428588867,127.56566619873047
202310319,-5.047715663909912,8.13925552368164,50.280906677246094,-38.4942741394043,11.50049877166748,78.52334594726562
202604412,-4.966814041137695,8.026451110839844,49.99027633666992,-39.06005859375,11.413739204406738,78.96624755859375
201353439,-7.304394721984863,11.800472259521484,73.11207580566406,-59.186622619628906,16.918209075927734,117.48595428466797
195351745,-4.38050651550293,7.136880397796631,43.27571487426758,-34.56365966796875,10.126571655273438,69.24838256835938
195450369,-10.438618659973145,17.371307373046875,106.01199340820312,-87.36971282958984,24.540302276611328,172.1472625732422
196502338,-11.5243501663208,18.144325256347656,113.76763916015625,-94.81169128417969,26.031360626220703,185.6911163330078
193570629,-254.7805633544922,411.819091796875,2547.825439453125,-2101.53955078125,597.2262573242188,4146.4375
202963682,-4.218171119689941,6.951965808868408,43.2220344543457,-33.32522201538086,9.961356163024902,67.67420959472656
187448653,-13.785140991210938,21.93030548095703,140.166015625,-116.02792358398438,32.841678619384766,227.71194458007812
199165205,-4.402735710144043,7.144440650939941,44.56025314331055,-34.67011260986328,10.254959106445312,70.21635437011719
202781285,-9.498790740966797,16.27135467529297,98.54468536376953,-79.13751220703125,22.819589614868164,158.21632385253906
197744053,-11.845250129699707,19.457481384277344,115.46707916259766,-94.76844787597656,26.122915267944336,187.33883666992188
196321036,-4.92064905166626,8.213273048400879,50.79928207397461,-39.72627258300781,11.770350456237793,80.0404052734375
202615809,-4.903181552886963,7.95225715637207,50.221797943115234,-38.940731048583984,11.435993194580078,78.83594512939453
202773859,-44.02863311767578,70.80970001220703,438.7215576171875,-370.3895568847656,102.62047576904297,723.865234375
200027601,-4.356784343719482,7.133254528045654,43.709228515625,-34.45136642456055,10.148492813110352,69.34953308105469
196461564,-79.4009017944336,128.2027130126953,789.4404296875,-659.0421752929688,184.9269256591797,1292.623291015625
197522503,-17.250947952270508,28.64360237121582,174.6319580078125,-144.41763305664062,40.355186462402344,285.52020263671875
197923137,-4.742445468902588,7.6934685707092285,48.115455627441406,-37.139488220214844,11.170089721679688,75.4194564819336
202669041,-12.464024543762207,20.189966201782227,124.85738372802734,-103.26941680908203,28.96548080444336,203.42892456054688
148860951,-7.773659706115723,12.972702980041504,80.074462890625,-64.58979797363281,18.506223678588867,128.6438751220703
193491962,-66.30705261230469,107.714111328125,668.0372314453125,-557.0677490234375,156.7325897216797,1093.344970703125
196337417,-106.3974380493164,171.3894805908203,1059.2083740234375,-876.3240966796875,247.2520751953125,1726.3887939453125
201709046,-5.511364459991455,9.126564025878906,56.44735336303711,-44.62024688720703,13.139598846435547,89.85292053222656
202676795,-5.937741279602051,9.86697769165039,61.49164962768555,-47.923057556152344,14.40958309173584,97.19158172607422
202745496,-7.094235420227051,11.50771713256836,71.95109558105469,-58.85700988769531,16.791818618774414,116.98391723632812
201938880,-4.501406192779541,7.222105503082275,44.927371978759766,-34.88703155517578,10.2628755569458,70.76976776123047
200426127,-54.554283142089844,86.9283447265625,539.4111938476562,-452.8537292480469,125.98006439208984,885.160400390625
202485442,-139.1594696044922,222.80657958984375,1382.0355224609375,-1145.26416015625,323.77484130859375,2253.521484375
202061533,-67.61570739746094,110.06388092041016,676.5448608398438,-560.2151489257812,158.06265258789062,1104.902587890625
202914259,-62.777671813964844,101.98380279541016,629.130615234375,-523.9247436523438,146.7498016357422,1029.260986328125
198592331,-84.82930755615234,136.05517578125,853.1436767578125,-708.7621459960938,199.22776794433594,1393.521484375
199600168,-4.6069512367248535,7.462058067321777,46.43072509765625,-35.87085723876953,10.701438903808594,72.6280746459961
201903388,-65.51898193359375,105.67151641845703,654.3096923828125,-546.8124389648438,153.38296508789062,1073.0931396484375
195351744,-4.4905853271484375,7.269216060638428,44.31425094604492,-35.084598541259766,10.314810752868652,70.57067108154297
202640982,-12.762800216674805,20.59441375732422,128.17013549804688,-105.83397674560547,29.626880645751953,208.8326416015625
203008063,-6.855362892150879,11.485824584960938,69.84962463378906,-57.22071838378906,16.24374771118164,113.48331451416016
203041402,-55.62586975097656,89.67853546142578,553.9491577148438,-461.3003845214844,129.45651245117188,906.0585327148438
202976372,-6.475877285003662,10.936894416809082,66.98233795166016,-53.8168830871582,15.494524002075195,107.66571044921875
202781899,-4.334128379821777,7.099483966827393,43.57564926147461,-33.98490905761719,10.075248718261719,68.73066711425781
202935539,-12.304863929748535,20.14122200012207,124.30546569824219,-101.09428405761719,29.18088722229004,201.52450561523438
27915559,-4.32557487487793,7.037046909332275,42.70048141479492,-34.24547576904297,10.029146194458008,68.6877670288086
195987018,-5.90435791015625,9.508267402648926,59.38437271118164,-45.710811614990234,13.51079273223877,93.22158813476562
195855230,-41.314517974853516,66.30875396728516,413.6344299316406,-345.80078125,96.53273010253906,678.06640625
188367237,-5.414544582366943,8.927124977111816,54.784019470214844,-43.93099594116211,12.78878116607666,87.81922912597656
201671774,-6.539461135864258,10.980403900146484,67.16497802734375,-54.69100570678711,15.809318542480469,108.76570129394531
202828584,-4.261723518371582,7.031207084655762,43.32448959350586,-33.704586029052734,9.962406158447266,68.34724426269531
202814621,-38.0424690246582,62.114593505859375,381.9949951171875,-318.0,88.80741119384766,624.87841796875
202141635,-6.8293256759643555,11.275222778320312,68.826904296875,-54.736900329589844,15.765109062194824,109.74030303955078
202982651,-55.898563385009766,89.88203430175781,558.6746215820312,-470.0031433105469,131.4479217529297,918.4768676757812
198359908,-4.6343584060668945,7.516820907592773,45.81666564941406,-36.33208465576172,10.646259307861328,73.01459503173828
202870363,-36.469303131103516,59.4180908203125,367.3371276855469,-307.78289794921875,87.03215789794922,603.1177978515625
196054068,-65.84280395507812,107.56098937988281,667.48876953125,-555.0027465820312,156.26927185058594,1090.350341796875
202199298,-5.749323844909668,9.25782585144043,57.17824172973633,-44.89021682739258,13.331778526306152,90.8984603881836
201244250,-4.267661094665527,7.011114597320557,42.97713851928711,-34.05452346801758,10.017623901367188,68.39923858642578
202954972,-21.923391342163086,34.5854606628418,215.58065795898438,-179.02789306640625,49.817989349365234,351.44012451171875
203021317,-4.395788669586182,7.145773887634277,44.600704193115234,-34.35985565185547,10.26356315612793,69.78657531738281
169282459,-14.54093074798584,24.02320098876953,147.20497131347656,-119.57292938232422,33.7839241027832,237.08688354492188
159429220,-13.250293731689453,21.656965255737305,135.13829040527344,-110.72767639160156,31.222637176513672,218.94435119628906
199348370,-11.10085391998291,18.45512580871582,114.65036010742188,-94.41358184814453,26.64923095703125,186.13870239257812
200407722,-10.852997779846191,17.612899780273438,110.51699829101562,-89.24359893798828,25.56405258178711,177.5500030517578
201408099,-5.551460266113281,9.184624671936035,56.560630798339844,-44.559410095214844,13.067230224609375,89.89264678955078
196295650,-13.893153190612793,22.307382583618164,136.72315979003906,-111.7256088256836,31.29016876220703,221.559326171875
187753922,-4.27296257019043,6.966914653778076,43.130615234375,-33.465518951416016,9.932415008544922,67.78345489501953
202373760,-8.301417350769043,13.789060592651367,85.3781967163086,-67.6700668334961,19.981660842895508,136.44522094726562
196817501,-4.418722629547119,7.224800109863281,44.581363677978516,-34.66630172729492,10.224766731262207,70.21831512451172
25552018,-10.643622398376465,17.61948013305664,107.02540588378906,-87.2075424194336,24.856040954589844,173.0032196044922
201535434,-4.505277633666992,7.4442057609558105,45.38368606567383,-36.424415588378906,10.720242500305176,72.73670196533203
195153043,-35.22626876831055,55.30238342285156,347.94036865234375,-289.8385314941406,81.7918930053711,570.0170288085938
194213795,-106.40038299560547,172.09368896484375,1063.680419921875,-881.6936645507812,248.57940673828125,1734.815185546875
139869301,-8.75855541229248,15.218629837036133,94.85369873046875,-76.91836547851562,22.63227653503418,153.33074951171875
201656588,-4.238339424133301,6.930586338043213,43.12470245361328,-33.513938903808594,9.880003929138184,67.82192993164062
198859795,-4.325791835784912,7.068363189697266,43.37085723876953,-33.80609130859375,9.97396469116211,68.37808990478516
201931645,-6.344254970550537,10.636693000793457,65.60008239746094,-52.37419128417969,15.529138565063477,105.33613586425781
188947713,-7.4562788009643555,12.349922180175781,74.00029754638672,-60.9134521484375,17.113319396972656,119.97372436523438
202779464,-7.9642252922058105,13.427672386169434,81.68387603759766,-65.3740463256836,18.75754737854004,130.5855255126953
202081046,-5.508416175842285,9.042115211486816,56.22087478637695,-45.09461212158203,13.043692588806152,90.13031005859375
202695446,-10.80640983581543,17.676624298095703,108.58135223388672,-87.76557159423828,25.07990264892578,174.92742919921875
200753497,-4.468729019165039,7.220705509185791,44.62849426269531,-35.33251190185547,10.285294532775879,70.92273712158203
201177075,-4.2705535888671875,6.971240997314453,42.524375915527344,-34.17912673950195,9.977898597717285,68.31542205810547
202537112,-4.299961566925049,7.049267768859863,43.046226501464844,-34.18721389770508,10.014518737792969,68.70572662353516
181953048,-4.341963768005371,7.209821701049805,44.292701721191406,-34.44594192504883,10.249719619750977,69.78305053710938
202699487,-8.279766082763672,14.098738670349121,87.36874389648438,-69.84712219238281,20.40412712097168,139.660888671875
201749012,-31.91419792175293,50.681480407714844,316.3246154785156,-262.5016784667969,74.14411163330078,516.5132446289062
199259398,-49.17440414428711,78.8265609741211,488.7454528808594,-408.60760498046875,114.37397003173828,801.892822265625
202908410,-141.989013671875,231.03140258789062,1423.33935546875,-1174.488037109375,332.5130920410156,2317.234130859375
201148830,-4.68766450881958,7.492066383361816,46.31280517578125,-36.880123138427734,10.764093399047852,74.01275634765625
189214270,-21.721355438232422,34.679656982421875,217.99855041503906,-182.99661254882812,50.58946228027344,357.4702453613281
202583099,-4.3623528480529785,7.148728847503662,44.24665832519531,-34.288917541503906,10.209653854370117,69.49829864501953
200143957,-4.354496955871582,7.2528228759765625,44.258060455322266,-35.01190185546875,10.328003883361816,70.5593032836914
191251363,-4.224353790283203,6.964210033416748,42.675376892089844,-34.111488342285156,9.960335731506348,68.31132507324219
202147844,-4.595300674438477,7.508151054382324,46.88482666015625,-36.122764587402344,10.835417747497559,73.24501037597656
142445748,-9.938289642333984,16.132444381713867,100.583251953125,-81.10635375976562,23.06633758544922,161.99942016601562
201868304,-4.60213565826416,7.5774078369140625,47.29962921142578,-36.82392883300781,10.988823890686035,74.4974365234375
202590961,-4.937462329864502,7.921315670013428,48.444496154785156,-38.38908767700195,11.174019813537598,77.2444076538086
199280650,-4.150570869445801,6.93953275680542,43.340492248535156,-33.546852111816406,10.053499221801758,68.03276062011719
189096296,-8.334624290466309,13.97688102722168,87.18254852294922,-70.10276794433594,20.063430786132812,139.6924285888672
200506121,-4.481780052185059,7.1746602058410645,45.12910842895508,-35.01130676269531,10.290666580200195,70.91603088378906
201534621,-4.529658317565918,7.474922180175781,46.030555725097656,-35.96281051635742,10.692366600036621,72.80017852783203
200599461,-191.84100341796875,310.8544616699219,1912.4984130859375,-1585.042236328125,448.4909362792969,3121.18603515625
200188726,-215.76194763183594,348.91119384765625,2155.580810546875,-1789.076171875,506.7803955078125,3520.2822265625
189702290,-9.493858337402344,15.387182235717773,95.31659698486328,-78.4578857421875,21.96169662475586,154.72889709472656
202535829,-72.85694122314453,117.01178741455078,723.3971557617188,-600.021728515625,169.3351593017578,1181.1907958984375
201515537,-14.891303062438965,23.65357780456543,148.26808166503906,-124.47107696533203,34.530269622802734,243.4680633544922
202810569,-8.7829008102417,14.497248649597168,87.79521179199219,-70.89729309082031,20.334383010864258,141.49781799316406
201800771,-5.436185359954834,8.83913516998291,55.55998611450195,-42.64340591430664,12.726137161254883,87.04814147949219
199189681,-42.04087829589844,65.95846557617188,416.9026794433594,-347.4654235839844,96.18634033203125,683.0350341796875
202657450,-4.4196343421936035,7.223265171051025,44.781978607177734,-34.82530975341797,10.328043937683105,70.39109802246094
201097968,-4.524271488189697,7.278837203979492,45.24162292480469,-35.4962158203125,10.500368118286133,71.6371841430664
203011549,-5.028440475463867,8.421819686889648,52.17192459106445,-41.05458450317383,12.159869194030762,82.66129302978516
202331548,-4.408449172973633,7.2515435218811035,44.54851150512695,-34.74106216430664,10.326335906982422,70.32958221435547
202384503,-18.295766830444336,29.981483459472656,185.7242889404297,-154.51394653320312,42.786346435546875,303.0596008300781
188188694,-4.104842662811279,6.767545223236084,42.29197692871094,-32.821990966796875,9.762398719787598,66.52666473388672
200256877,-4.402275085449219,7.285599708557129,45.50177764892578,-35.24813461303711,10.481444358825684,71.43343353271484
202830210,-4.951143264770508,8.224678039550781,51.06332778930664,-39.49471664428711,11.862634658813477,80.29843139648438
202080338,-4.483692646026611,7.211311340332031,45.19205093383789,-34.858211517333984,10.382083892822266,70.76079559326172
202529456,-58.509765625,95.37420654296875,596.8766479492188,-495.1977844238281,140.0893096923828,973.9278564453125
202505590,-4.356322288513184,7.09156608581543,44.01409149169922,-34.09455871582031,10.149552345275879,69.0640640258789
202697188,-4.823604583740234,7.869741916656494,48.9539909362793,-37.52034378051758,11.231667518615723,76.3561019897461
198025994,-4.4101715087890625,7.205563068389893,43.77792739868164,-34.878135681152344,10.262896537780762,69.93144226074219
196379992,-5.2793378829956055,8.556031227111816,52.72442626953125,-41.06329345703125,12.105365753173828,83.22659301757812
201952298,-11.793280601501465,19.440114974975586,122.2261962890625,-98.21627807617188,28.09000015258789,196.08493041992188
200945357,-4.340417385101318,7.058420181274414,44.154666900634766,-34.12477111816406,10.17091178894043,69.24525451660156
202491829,-4.30228853225708,7.027984142303467,42.87225341796875,-34.10273742675781,10.036898612976074,68.42249298095703
199287047,-4.2841997146606445,6.918606758117676,42.42534637451172,-33.78090286254883,9.829163551330566,67.81812286376953
167394051,-4.260610580444336,6.922609329223633,43.12801742553711,-33.63567352294922,9.944991111755371,67.94093322753906
186514610,-5.324434280395508,9.160587310791016,55.96133804321289,-44.483890533447266,13.051107406616211,89.40570831298828
200741494,-14.06808853149414,23.152738571166992,143.8141326904297,-118.80236053466797,33.52445983886719,233.9831085205078
200792873,-4.994271278381348,8.176580429077148,49.681640625,-39.64365005493164,11.50064754486084,79.37550354003906
